,listing_id,year,month,days_per_month,available,occupied,occ_yr,occ%,occ_yr%,avg_price,neighborhood,zipcode,bedrooms,bathrooms,number_of_reviews,review_scores_rating,price,area,num_comp,revpar
481,5270,2015,11,30,23,7,183,23.33,50.14,153.0,Lower East Side,10002,1,1.0,127.0,85.0,100,Manhattan,540,35.6949
482,5270,2015,12,31,16,15,183,48.39,50.14,140.0,Lower East Side,10002,1,1.0,127.0,85.0,100,Manhattan,540,67.746
483,8270,2015,1,30,28,2,152,6.67,41.64,175.0,Lower East Side,10002,1,1.0,15.0,96.0,175,Manhattan,540,11.6725
484,8270,2015,2,28,28,0,152,0.0,41.64,175.0,Lower East Side,10002,1,1.0,15.0,96.0,175,Manhattan,540,0.0
485,8270,2015,3,31,30,1,152,3.23,41.64,175.0,Lower East Side,10002,1,1.0,15.0,96.0,175,Manhattan,540,5.6525
486,8270,2015,4,30,30,0,152,0.0,41.64,175.0,Lower East Side,10002,1,1.0,15.0,96.0,175,Manhattan,540,0.0
487,8270,2015,5,31,31,0,152,0.0,41.64,175.0,Lower East Side,10002,1,1.0,15.0,96.0,175,Manhattan,540,0.0
488,8270,2015,6,30,4,26,152,86.67,41.64,175.0,Lower East Side,10002,1,1.0,15.0,96.0,175,Manhattan,540,151.6725
489,8270,2015,7,31,31,0,152,0.0,41.64,175.0,Lower East Side,10002,1,1.0,15.0,96.0,175,Manhattan,540,0.0
490,8270,2015,8,31,31,0,152,0.0,41.64,175.0,Lower East Side,10002,1,1.0,15.0,96.0,175,Manhattan,540,0.0
491,8270,2015,9,30,0,30,152,100.0,41.64,175.0,Lower East Side,10002,1,1.0,15.0,96.0,175,Manhattan,540,175.0
492,8270,2015,10,31,0,31,152,100.0,41.64,175.0,Lower East Side,10002,1,1.0,15.0,96.0,175,Manhattan,540,175.0
493,8270,2015,11,30,0,30,152,100.0,41.64,175.0,Lower East Side,10002,1,1.0,15.0,96.0,175,Manhattan,540,175.0
494,8270,2015,12,31,0,31,152,100.0,41.64,175.0,Lower East Side,10002,1,1.0,15.0,96.0,175,Manhattan,540,175.0
495,16486,2015,1,30,8,22,239,73.33,65.48,125.0,Lower East Side,10002,1,1.0,58.0,89.0,125,Manhattan,540,91.6625
496,16486,2015,2,28,15,13,239,46.43,65.48,125.0,Lower East Side,10002,1,1.0,58.0,89.0,125,Manhattan,540,58.0375
497,16486,2015,3,31,13,18,239,58.06,65.48,135.0,Lower East Side,10002,1,1.0,58.0,89.0,125,Manhattan,540,78.381
498,16486,2015,4,30,0,30,239,100.0,65.48,135.0,Lower East Side,10002,1,1.0,58.0,89.0,125,Manhattan,540,135.0
499,16486,2015,5,31,0,31,239,100.0,65.48,135.0,Lower East Side,10002,1,1.0,58.0,89.0,125,Manhattan,540,135.0
500,16486,2015,6,30,9,21,239,70.0,65.48,200.0,Lower East Side,10002,1,1.0,58.0,89.0,125,Manhattan,540,140.0
501,16486,2015,7,31,16,15,239,48.39,65.48,129.0,Lower East Side,10002,1,1.0,58.0,89.0,125,Manhattan,540,62.4231
502,16486,2015,8,31,17,14,239,45.16,65.48,185.0,Lower East Side,10002,1,1.0,58.0,89.0,125,Manhattan,540,83.546
503,16486,2015,9,30,5,25,239,83.33,65.48,185.0,Lower East Side,10002,1,1.0,58.0,89.0,125,Manhattan,540,154.1605
504,16486,2015,10,31,2,29,239,93.55,65.48,175.0,Lower East Side,10002,1,1.0,58.0,89.0,125,Manhattan,540,163.7125
505,16486,2015,11,30,4,26,239,86.67,65.48,180.0,Lower East Side,10002,1,1.0,58.0,89.0,125,Manhattan,540,156.006
506,16486,2015,12,31,9,22,239,70.97,65.48,180.0,Lower East Side,10002,1,1.0,58.0,89.0,125,Manhattan,540,127.746
507,42300,2015,1,29,0,29,194,100.0,53.15,275.0,Lower East Side,10002,1,1.5,42.0,95.0,275,Manhattan,540,275.0
508,42300,2015,2,28,0,28,194,100.0,53.15,275.0,Lower East Side,10002,1,1.5,42.0,95.0,275,Manhattan,540,275.0
509,42300,2015,3,31,0,31,194,100.0,53.15,275.0,Lower East Side,10002,1,1.5,42.0,95.0,275,Manhattan,540,275.0
510,42300,2015,4,30,0,30,194,100.0,53.15,275.0,Lower East Side,10002,1,1.5,42.0,95.0,275,Manhattan,540,275.0
511,42300,2015,5,31,31,0,194,0.0,53.15,275.0,Lower East Side,10002,1,1.5,42.0,95.0,275,Manhattan,540,0.0
512,42300,2015,6,30,30,0,194,0.0,53.15,275.0,Lower East Side,10002,1,1.5,42.0,95.0,275,Manhattan,540,0.0
513,42300,2015,7,31,31,0,194,0.0,53.15,275.0,Lower East Side,10002,1,1.5,42.0,95.0,275,Manhattan,540,0.0
514,42300,2015,8,31,31,0,194,0.0,53.15,275.0,Lower East Side,10002,1,1.5,42.0,95.0,275,Manhattan,540,0.0
515,42300,2015,9,30,30,0,194,0.0,53.15,275.0,Lower East Side,10002,1,1.5,42.0,95.0,275,Manhattan,540,0.0
516,54712,2015,1,29,2,27,209,93.1,57.26,119.0,Lower East Side,10002,1,1.0,24.0,95.0,119,Manhattan,540,110.789
517,54712,2015,8,31,30,1,209,3.23,57.26,119.0,Lower East Side,10002,1,1.0,24.0,95.0,119,Manhattan,540,3.8437
518,54932,2015,1,29,10,19,229,65.52,62.74,175.0,Lower East Side,10002,1,1.0,74.0,90.0,140,Manhattan,540,114.66
519,54932,2015,2,28,4,24,229,85.71,62.74,175.0,Lower East Side,10002,1,1.0,74.0,90.0,140,Manhattan,540,149.9925
520,54932,2015,3,31,5,26,229,83.87,62.74,180.0,Lower East Side,10002,1,1.0,74.0,90.0,140,Manhattan,540,150.966
521,54932,2015,4,30,0,30,229,100.0,62.74,175.0,Lower East Side,10002,1,1.0,74.0,90.0,140,Manhattan,540,175.0
522,54932,2015,5,31,6,25,229,80.65,62.74,180.0,Lower East Side,10002,1,1.0,74.0,90.0,140,Manhattan,540,145.17
523,54932,2015,6,30,17,13,229,43.33,62.74,180.0,Lower East Side,10002,1,1.0,74.0,90.0,140,Manhattan,540,77.994
524,54932,2015,7,31,26,5,229,16.13,62.74,180.0,Lower East Side,10002,1,1.0,74.0,90.0,140,Manhattan,540,29.034
525,54932,2015,8,31,31,0,229,0.0,62.74,175.0,Lower East Side,10002,1,1.0,74.0,90.0,140,Manhattan,540,0.0
526,54932,2015,9,30,6,24,229,80.0,62.74,180.0,Lower East Side,10002,1,1.0,74.0,90.0,140,Manhattan,540,144.0
527,54932,2015,10,31,0,31,229,100.0,62.74,175.0,Lower East Side,10002,1,1.0,74.0,90.0,140,Manhattan,540,175.0
528,54932,2015,11,30,0,30,229,100.0,62.74,175.0,Lower East Side,10002,1,1.0,74.0,90.0,140,Manhattan,540,175.0
529,54932,2015,12,31,0,31,229,100.0,62.74,175.0,Lower East Side,10002,1,1.0,74.0,90.0,140,Manhattan,540,175.0
530,59014,2015,1,29,29,0,164,0.0,44.93,201.0,Lower East Side,10002,1,1.0,29.0,87.0,200,Manhattan,540,0.0
531,59014,2015,2,28,28,0,164,0.0,44.93,200.0,Lower East Side,10002,1,1.0,29.0,87.0,200,Manhattan,540,0.0
532,59014,2015,3,31,31,0,164,0.0,44.93,200.0,Lower East Side,10002,1,1.0,29.0,87.0,200,Manhattan,540,0.0
533,59014,2015,4,30,30,0,164,0.0,44.93,200.0,Lower East Side,10002,1,1.0,29.0,87.0,200,Manhattan,540,0.0
534,59014,2015,5,31,31,0,164,0.0,44.93,200.0,Lower East Side,10002,1,1.0,29.0,87.0,200,Manhattan,540,0.0
535,59014,2015,6,30,7,23,164,76.67,44.93,200.0,Lower East Side,10002,1,1.0,29.0,87.0,200,Manhattan,540,153.34
536,59014,2015,7,31,0,31,164,100.0,44.93,200.0,Lower East Side,10002,1,1.0,29.0,87.0,200,Manhattan,540,200.0
537,59014,2015,8,31,0,31,164,100.0,44.93,200.0,Lower East Side,10002,1,1.0,29.0,87.0,200,Manhattan,540,200.0
538,59014,2015,9,30,0,30,164,100.0,44.93,200.0,Lower East Side,10002,1,1.0,29.0,87.0,200,Manhattan,540,200.0
539,59014,2015,10,31,0,31,164,100.0,44.93,200.0,Lower East Side,10002,1,1.0,29.0,87.0,200,Manhattan,540,200.0
540,59014,2015,11,30,0,30,164,100.0,44.93,200.0,Lower East Side,10002,1,1.0,29.0,87.0,200,Manhattan,540,200.0
541,59014,2015,12,31,14,17,164,54.84,44.93,200.0,Lower East Side,10002,1,1.0,29.0,87.0,200,Manhattan,540,109.68
542,77455,2015,1,30,18,12,186,40.0,50.96,100.0,Lower East Side,10002,1,1.0,31.0,87.0,150,Manhattan,540,40.0
543,77455,2015,2,28,22,6,186,21.43,50.96,100.0,Lower East Side,10002,1,1.0,31.0,87.0,150,Manhattan,540,21.43
544,77455,2015,3,31,19,12,186,38.71,50.96,99.0,Lower East Side,10002,1,1.0,31.0,87.0,150,Manhattan,540,38.3229
545,77455,2015,4,30,2,28,186,93.33,50.96,175.0,Lower East Side,10002,1,1.0,31.0,87.0,150,Manhattan,540,163.3275
546,77455,2015,5,31,14,17,186,54.84,50.96,175.0,Lower East Side,10002,1,1.0,31.0,87.0,150,Manhattan,540,95.97
547,77455,2015,6,30,11,19,186,63.33,50.96,175.0,Lower East Side,10002,1,1.0,31.0,87.0,150,Manhattan,540,110.8275
548,77455,2015,7,31,10,21,186,67.74,50.96,175.0,Lower East Side,10002,1,1.0,31.0,87.0,150,Manhattan,540,118.545
549,77455,2015,8,31,23,8,186,25.81,50.96,175.0,Lower East Side,10002,1,1.0,31.0,87.0,150,Manhattan,540,45.1675
550,77455,2015,9,30,6,24,186,80.0,50.96,150.0,Lower East Side,10002,1,1.0,31.0,87.0,150,Manhattan,540,120.0
551,77455,2015,10,31,5,26,186,83.87,50.96,175.0,Lower East Side,10002,1,1.0,31.0,87.0,150,Manhattan,540,146.7725
552,77455,2015,11,30,9,21,186,70.0,50.96,149.0,Lower East Side,10002,1,1.0,31.0,87.0,150,Manhattan,540,104.3
553,77455,2015,12,31,11,20,186,64.52,50.96,149.0,Lower East Side,10002,1,1.0,31.0,87.0,150,Manhattan,540,96.1348
554,173362,2015,1,29,11,18,250,62.07,68.49,175.0,Lower East Side,10002,1,1.0,44.0,84.0,175,Manhattan,540,108.6225
555,173362,2015,2,28,6,22,250,78.57,68.49,175.0,Lower East Side,10002,1,1.0,44.0,84.0,175,Manhattan,540,137.4975
556,173362,2015,3,31,5,26,250,83.87,68.49,195.0,Lower East Side,10002,1,1.0,44.0,84.0,175,Manhattan,540,163.5465
557,173362,2015,4,30,4,26,250,86.67,68.49,195.0,Lower East Side,10002,1,1.0,44.0,84.0,175,Manhattan,540,169.0065
558,173362,2015,5,31,10,21,250,67.74,68.49,195.0,Lower East Side,10002,1,1.0,44.0,84.0,175,Manhattan,540,132.093
559,173362,2015,6,30,7,23,250,76.67,68.49,175.0,Lower East Side,10002,1,1.0,44.0,84.0,175,Manhattan,540,134.1725
560,173362,2015,7,31,14,17,250,54.84,68.49,175.0,Lower East Side,10002,1,1.0,44.0,84.0,175,Manhattan,540,95.97
561,173362,2015,8,31,22,9,250,29.03,68.49,175.0,Lower East Side,10002,1,1.0,44.0,84.0,175,Manhattan,540,50.8025
562,173362,2015,9,30,3,27,250,90.0,68.49,225.0,Lower East Side,10002,1,1.0,44.0,84.0,175,Manhattan,540,202.5
563,173362,2015,10,31,3,28,250,90.32,68.49,210.0,Lower East Side,10002,1,1.0,44.0,84.0,175,Manhattan,540,189.672
564,173362,2015,11,30,4,26,250,86.67,68.49,175.0,Lower East Side,10002,1,1.0,44.0,84.0,175,Manhattan,540,151.6725
565,173362,2015,12,31,22,9,250,29.03,68.49,165.0,Lower East Side,10002,1,1.0,44.0,84.0,175,Manhattan,540,47.8995
566,248997,2015,1,29,25,4,250,13.79,68.49,125.0,Lower East Side,10002,1,1.5,18.0,93.0,125,Manhattan,540,17.2375
567,248997,2015,2,28,3,25,250,89.29,68.49,125.0,Lower East Side,10002,1,1.5,18.0,93.0,125,Manhattan,540,111.6125
568,248997,2015,3,31,7,24,250,77.42,68.49,150.0,Lower East Side,10002,1,1.5,18.0,93.0,125,Manhattan,540,116.13
569,248997,2015,4,30,5,25,250,83.33,68.49,150.0,Lower East Side,10002,1,1.5,18.0,93.0,125,Manhattan,540,124.995
570,248997,2015,5,31,11,20,250,64.52,68.49,150.0,Lower East Side,10002,1,1.5,18.0,93.0,125,Manhattan,540,96.78
571,248997,2015,6,30,7,23,250,76.67,68.49,160.0,Lower East Side,10002,1,1.5,18.0,93.0,125,Manhattan,540,122.672
572,248997,2015,7,31,7,24,250,77.42,68.49,160.0,Lower East Side,10002,1,1.5,18.0,93.0,125,Manhattan,540,123.872
573,248997,2015,8,31,0,31,250,100.0,68.49,160.0,Lower East Side,10002,1,1.5,18.0,93.0,125,Manhattan,540,160.0
574,248997,2015,9,30,2,28,250,93.33,68.49,175.0,Lower East Side,10002,1,1.5,18.0,93.0,125,Manhattan,540,163.3275
575,248997,2015,10,31,2,29,250,93.55,68.49,175.0,Lower East Side,10002,1,1.5,18.0,93.0,125,Manhattan,540,163.7125
576,248997,2015,11,30,10,20,250,66.67,68.49,175.0,Lower East Side,10002,1,1.5,18.0,93.0,125,Manhattan,540,116.6725
577,248997,2015,12,31,24,7,250,22.58,68.49,175.0,Lower East Side,10002,1,1.5,18.0,93.0,125,Manhattan,540,39.515
578,262343,2015,1,31,4,27,274,87.1,75.07,145.5,Lower East Side,10002,1,1.0,20.0,92.0,165,Manhattan,540,126.7305
579,262343,2015,2,28,0,28,274,100.0,75.07,145.5,Lower East Side,10002,1,1.0,20.0,92.0,165,Manhattan,540,145.5
580,262343,2015,3,31,0,31,274,100.0,75.07,145.5,Lower East Side,10002,1,1.0,20.0,92.0,165,Manhattan,540,145.5
581,262343,2015,4,30,0,30,274,100.0,75.07,145.5,Lower East Side,10002,1,1.0,20.0,92.0,165,Manhattan,540,145.5
582,262343,2015,5,31,0,31,274,100.0,75.07,145.5,Lower East Side,10002,1,1.0,20.0,92.0,165,Manhattan,540,145.5
583,262343,2015,6,30,10,20,274,66.67,75.07,197.0,Lower East Side,10002,1,1.0,20.0,92.0,165,Manhattan,540,131.3399
584,262343,2015,7,31,31,0,274,0.0,75.07,182.0,Lower East Side,10002,1,1.0,20.0,92.0,165,Manhattan,540,0.0
585,262343,2015,8,31,16,15,274,48.39,75.07,195.0,Lower East Side,10002,1,1.0,20.0,92.0,165,Manhattan,540,94.3605
586,262343,2015,9,30,2,28,274,93.33,75.07,197.0,Lower East Side,10002,1,1.0,20.0,92.0,165,Manhattan,540,183.8601
587,262343,2015,10,31,1,30,274,96.77,75.07,197.0,Lower East Side,10002,1,1.0,20.0,92.0,165,Manhattan,540,190.6369
588,262343,2015,11,30,4,26,274,86.67,75.07,168.0,Lower East Side,10002,1,1.0,20.0,92.0,165,Manhattan,540,145.6056
589,262343,2015,12,31,23,8,274,25.81,75.07,123.0,Lower East Side,10002,1,1.0,20.0,92.0,165,Manhattan,540,31.7463
590,353317,2015,1,30,16,14,149,46.67,40.82,99.0,Lower East Side,10002,1,1.0,39.0,83.0,99,Manhattan,540,46.2033
591,353317,2015,2,28,10,18,149,64.29,40.82,139.0,Lower East Side,10002,1,1.0,39.0,83.0,99,Manhattan,540,89.3631
592,353317,2015,3,31,2,29,149,93.55,40.82,139.0,Lower East Side,10002,1,1.0,39.0,83.0,99,Manhattan,540,130.0345
593,353317,2015,4,30,13,17,149,56.67,40.82,139.0,Lower East Side,10002,1,1.0,39.0,83.0,99,Manhattan,540,78.7713
594,353317,2015,5,31,28,3,149,9.68,40.82,139.0,Lower East Side,10002,1,1.0,39.0,83.0,99,Manhattan,540,13.4552
595,353317,2015,6,30,1,29,149,96.67,40.82,139.0,Lower East Side,10002,1,1.0,39.0,83.0,99,Manhattan,540,134.3713
596,353317,2015,7,31,26,5,149,16.13,40.82,139.0,Lower East Side,10002,1,1.0,39.0,83.0,99,Manhattan,540,22.4207
597,353317,2015,8,31,31,0,149,0.0,40.82,142.0,Lower East Side,10002,1,1.0,39.0,83.0,99,Manhattan,540,0.0
598,353317,2015,9,30,6,24,149,80.0,40.82,99.0,Lower East Side,10002,1,1.0,39.0,83.0,99,Manhattan,540,79.2
599,353317,2015,10,31,10,21,149,67.74,40.82,149.0,Lower East Side,10002,1,1.0,39.0,83.0,99,Manhattan,540,100.9326
600,353317,2015,11,30,16,14,149,46.67,40.82,106.0,Lower East Side,10002,1,1.0,39.0,83.0,99,Manhattan,540,49.4702
601,353317,2015,12,31,26,5,149,16.13,40.82,139.0,Lower East Side,10002,1,1.0,39.0,83.0,99,Manhattan,540,22.4207
602,446450,2015,1,29,16,13,194,44.83,53.15,99.0,Lower East Side,10002,1,1.0,116.0,88.0,199,Manhattan,540,44.3817
603,446450,2015,2,28,23,5,194,17.86,53.15,199.0,Lower East Side,10002,1,1.0,116.0,88.0,199,Manhattan,540,35.5414
604,446450,2015,3,31,7,24,194,77.42,53.15,211.0,Lower East Side,10002,1,1.0,116.0,88.0,199,Manhattan,540,163.3562
605,446450,2015,4,30,3,27,194,90.0,53.15,211.0,Lower East Side,10002,1,1.0,116.0,88.0,199,Manhattan,540,189.9
606,446450,2015,5,31,0,31,194,100.0,53.15,211.0,Lower East Side,10002,1,1.0,116.0,88.0,199,Manhattan,540,211.0
607,446450,2015,6,30,2,28,194,93.33,53.15,299.0,Lower East Side,10002,1,1.0,116.0,88.0,199,Manhattan,540,279.0567
608,446450,2015,7,31,5,26,194,83.87,53.15,299.0,Lower East Side,10002,1,1.0,116.0,88.0,199,Manhattan,540,250.7713
609,446450,2015,8,31,15,16,194,51.61,53.15,299.0,Lower East Side,10002,1,1.0,116.0,88.0,199,Manhattan,540,154.3139
610,446450,2015,9,30,2,28,194,93.33,53.15,299.0,Lower East Side,10002,1,1.0,116.0,88.0,199,Manhattan,540,279.0567
611,446450,2015,10,31,8,23,194,74.19,53.15,299.0,Lower East Side,10002,1,1.0,116.0,88.0,199,Manhattan,540,221.8281
612,446450,2015,11,30,28,2,194,6.67,53.15,199.0,Lower East Side,10002,1,1.0,116.0,88.0,199,Manhattan,540,13.2733
613,446450,2015,12,31,31,0,194,0.0,53.15,299.0,Lower East Side,10002,1,1.0,116.0,88.0,199,Manhattan,540,0.0
614,467854,2015,1,30,29,1,207,3.33,56.71,150.0,Lower East Side,10002,1,1.0,24.0,97.0,125,Manhattan,540,4.995
615,467854,2015,2,28,28,0,207,0.0,56.71,150.0,Lower East Side,10002,1,1.0,24.0,97.0,125,Manhattan,540,0.0
616,467854,2015,3,31,7,24,207,77.42,56.71,175.0,Lower East Side,10002,1,1.0,24.0,97.0,125,Manhattan,540,135.485
617,467854,2015,4,30,29,1,207,3.33,56.71,175.0,Lower East Side,10002,1,1.0,24.0,97.0,125,Manhattan,540,5.8275
618,467854,2015,5,31,25,6,207,19.35,56.71,175.0,Lower East Side,10002,1,1.0,24.0,97.0,125,Manhattan,540,33.8625
619,467854,2015,6,30,0,30,207,100.0,56.71,175.0,Lower East Side,10002,1,1.0,24.0,97.0,125,Manhattan,540,175.0
620,467854,2015,7,31,0,31,207,100.0,56.71,175.0,Lower East Side,10002,1,1.0,24.0,97.0,125,Manhattan,540,175.0
621,467854,2015,8,31,19,12,207,38.71,56.71,175.0,Lower East Side,10002,1,1.0,24.0,97.0,125,Manhattan,540,67.7425
622,467854,2015,9,30,5,25,207,83.33,56.71,175.0,Lower East Side,10002,1,1.0,24.0,97.0,125,Manhattan,540,145.8275
623,467854,2015,10,31,13,18,207,58.06,56.71,150.0,Lower East Side,10002,1,1.0,24.0,97.0,125,Manhattan,540,87.09
624,467854,2015,11,30,3,27,207,90.0,56.71,150.0,Lower East Side,10002,1,1.0,24.0,97.0,125,Manhattan,540,135.0
625,467854,2015,12,31,0,31,207,100.0,56.71,150.0,Lower East Side,10002,1,1.0,24.0,97.0,125,Manhattan,540,150.0
626,607312,2015,1,30,0,30,181,100.0,49.59,180.0,Lower East Side,10002,1,1.0,37.0,90.0,180,Manhattan,540,180.0
627,607312,2015,2,28,0,28,181,100.0,49.59,180.0,Lower East Side,10002,1,1.0,37.0,90.0,180,Manhattan,540,180.0
628,607312,2015,3,31,30,1,181,3.23,49.59,165.0,Lower East Side,10002,1,1.0,37.0,90.0,180,Manhattan,540,5.3295
629,607312,2015,4,30,11,19,181,63.33,49.59,180.0,Lower East Side,10002,1,1.0,37.0,90.0,180,Manhattan,540,113.994
630,607312,2015,5,31,26,5,181,16.13,49.59,180.0,Lower East Side,10002,1,1.0,37.0,90.0,180,Manhattan,540,29.034
631,607312,2015,6,30,1,29,181,96.67,49.59,190.0,Lower East Side,10002,1,1.0,37.0,90.0,180,Manhattan,540,183.673
632,607312,2015,7,31,31,0,181,0.0,49.59,176.0,Lower East Side,10002,1,1.0,37.0,90.0,180,Manhattan,540,0.0
633,607312,2015,8,31,31,0,181,0.0,49.59,180.0,Lower East Side,10002,1,1.0,37.0,90.0,180,Manhattan,540,0.0
634,607312,2015,9,30,0,30,181,100.0,49.59,175.0,Lower East Side,10002,1,1.0,37.0,90.0,180,Manhattan,540,175.0
635,607312,2015,10,31,0,31,181,100.0,49.59,175.0,Lower East Side,10002,1,1.0,37.0,90.0,180,Manhattan,540,175.0
636,607312,2015,11,30,4,26,181,86.67,49.59,175.0,Lower East Side,10002,1,1.0,37.0,90.0,180,Manhattan,540,151.6725
637,607312,2015,12,31,19,12,181,38.71,49.59,165.0,Lower East Side,10002,1,1.0,37.0,90.0,180,Manhattan,540,63.8715
638,645012,2015,1,29,10,19,243,65.52,66.58,175.0,Lower East Side,10002,1,1.0,36.0,96.0,175,Manhattan,540,114.66
639,645012,2015,2,28,6,22,243,78.57,66.58,175.0,Lower East Side,10002,1,1.0,36.0,96.0,175,Manhattan,540,137.4975
640,645012,2015,3,31,8,23,243,74.19,66.58,175.0,Lower East Side,10002,1,1.0,36.0,96.0,175,Manhattan,540,129.8325
641,645012,2015,4,30,4,26,243,86.67,66.58,175.0,Lower East Side,10002,1,1.0,36.0,96.0,175,Manhattan,540,151.6725
642,645012,2015,5,31,9,22,243,70.97,66.58,175.0,Lower East Side,10002,1,1.0,36.0,96.0,175,Manhattan,540,124.1975
643,645012,2015,6,30,0,30,243,100.0,66.58,175.0,Lower East Side,10002,1,1.0,36.0,96.0,175,Manhattan,540,175.0
644,645012,2015,7,31,11,20,243,64.52,66.58,189.0,Lower East Side,10002,1,1.0,36.0,96.0,175,Manhattan,540,121.9428
645,645012,2015,8,31,23,8,243,25.81,66.58,189.0,Lower East Side,10002,1,1.0,36.0,96.0,175,Manhattan,540,48.7809
646,645012,2015,9,30,0,30,243,100.0,66.58,175.0,Lower East Side,10002,1,1.0,36.0,96.0,175,Manhattan,540,175.0
647,645012,2015,10,31,0,31,243,100.0,66.58,175.0,Lower East Side,10002,1,1.0,36.0,96.0,175,Manhattan,540,175.0
648,645012,2015,11,30,18,12,243,40.0,66.58,150.0,Lower East Side,10002,1,1.0,36.0,96.0,175,Manhattan,540,60.0
649,645012,2015,12,31,22,9,243,29.03,66.58,180.0,Lower East Side,10002,1,1.0,36.0,96.0,175,Manhattan,540,52.254
650,652750,2015,1,29,20,9,201,31.03,55.07,134.0,Lower East Side,10002,1,1.0,69.0,92.0,160,Manhattan,540,41.5802
651,652750,2015,2,28,10,18,201,64.29,55.07,185.0,Lower East Side,10002,1,1.0,69.0,92.0,160,Manhattan,540,118.9365
652,652750,2015,3,31,9,22,201,70.97,55.07,185.0,Lower East Side,10002,1,1.0,69.0,92.0,160,Manhattan,540,131.2945
653,652750,2015,4,30,13,17,201,56.67,55.07,185.0,Lower East Side,10002,1,1.0,69.0,92.0,160,Manhattan,540,104.8395
654,652750,2015,5,31,5,26,201,83.87,55.07,185.0,Lower East Side,10002,1,1.0,69.0,92.0,160,Manhattan,540,155.1595
655,652750,2015,6,30,3,27,201,90.0,55.07,185.0,Lower East Side,10002,1,1.0,69.0,92.0,160,Manhattan,540,166.5
656,652750,2015,7,31,24,7,201,22.58,55.07,180.0,Lower East Side,10002,1,1.0,69.0,92.0,160,Manhattan,540,40.644
657,652750,2015,8,31,10,21,201,67.74,55.07,185.0,Lower East Side,10002,1,1.0,69.0,92.0,160,Manhattan,540,125.319
658,652750,2015,9,30,0,30,201,100.0,55.07,189.0,Lower East Side,10002,1,1.0,69.0,92.0,160,Manhattan,540,189.0
659,652750,2015,10,31,6,25,201,80.65,55.07,189.0,Lower East Side,10002,1,1.0,69.0,92.0,160,Manhattan,540,152.4285
660,652750,2015,11,30,11,19,201,63.33,55.07,189.0,Lower East Side,10002,1,1.0,69.0,92.0,160,Manhattan,540,119.6937
661,652750,2015,12,31,23,8,201,25.81,55.07,159.0,Lower East Side,10002,1,1.0,69.0,92.0,160,Manhattan,540,41.0379
662,652933,2015,1,29,28,1,172,3.45,47.12,200.0,Lower East Side,10002,1,1.0,35.0,97.0,200,Manhattan,540,6.9
663,652933,2015,2,28,28,0,172,0.0,47.12,200.0,Lower East Side,10002,1,1.0,35.0,97.0,200,Manhattan,540,0.0
664,652933,2015,3,31,17,14,172,45.16,47.12,175.0,Lower East Side,10002,1,1.0,35.0,97.0,200,Manhattan,540,79.03
665,652933,2015,4,30,11,19,172,63.33,47.12,200.0,Lower East Side,10002,1,1.0,35.0,97.0,200,Manhattan,540,126.66
666,652933,2015,5,31,12,19,172,61.29,47.12,200.0,Lower East Side,10002,1,1.0,35.0,97.0,200,Manhattan,540,122.58
667,652933,2015,6,30,11,19,172,63.33,47.12,200.0,Lower East Side,10002,1,1.0,35.0,97.0,200,Manhattan,540,126.66
668,652933,2015,7,31,12,19,172,61.29,47.12,200.0,Lower East Side,10002,1,1.0,35.0,97.0,200,Manhattan,540,122.58
669,652933,2015,8,31,10,21,172,67.74,47.12,200.0,Lower East Side,10002,1,1.0,35.0,97.0,200,Manhattan,540,135.48
670,652933,2015,9,30,3,27,172,90.0,47.12,200.0,Lower East Side,10002,1,1.0,35.0,97.0,200,Manhattan,540,180.0
671,652933,2015,10,31,2,29,172,93.55,47.12,250.0,Lower East Side,10002,1,1.0,35.0,97.0,200,Manhattan,540,233.875
672,652933,2015,11,30,12,18,172,60.0,47.12,250.0,Lower East Side,10002,1,1.0,35.0,97.0,200,Manhattan,540,150.0
673,652933,2015,12,31,18,13,172,41.94,47.12,200.0,Lower East Side,10002,1,1.0,35.0,97.0,200,Manhattan,540,83.88
674,661847,2015,1,30,17,13,227,43.33,62.19,120.0,Lower East Side,10002,1,1.0,35.0,87.0,130,Manhattan,540,51.996
675,661847,2015,2,28,28,0,227,0.0,62.19,130.0,Lower East Side,10002,1,1.0,35.0,87.0,130,Manhattan,540,0.0
676,661847,2015,3,31,17,14,227,45.16,62.19,130.0,Lower East Side,10002,1,1.0,35.0,87.0,130,Manhattan,540,58.708
677,661847,2015,4,30,3,27,227,90.0,62.19,130.0,Lower East Side,10002,1,1.0,35.0,87.0,130,Manhattan,540,117.0
678,661847,2015,5,31,1,30,227,96.77,62.19,130.0,Lower East Side,10002,1,1.0,35.0,87.0,130,Manhattan,540,125.801
679,661847,2015,6,30,9,21,227,70.0,62.19,170.0,Lower East Side,10002,1,1.0,35.0,87.0,130,Manhattan,540,119.0
680,661847,2015,7,31,14,17,227,54.84,62.19,170.0,Lower East Side,10002,1,1.0,35.0,87.0,130,Manhattan,540,93.228
681,661847,2015,8,31,4,27,227,87.1,62.19,170.0,Lower East Side,10002,1,1.0,35.0,87.0,130,Manhattan,540,148.07
682,661847,2015,9,30,9,21,227,70.0,62.19,170.0,Lower East Side,10002,1,1.0,35.0,87.0,130,Manhattan,540,119.0
683,661847,2015,10,31,0,31,227,100.0,62.19,170.0,Lower East Side,10002,1,1.0,35.0,87.0,130,Manhattan,540,170.0
